0.245273,0
0.26215,0
0.203053,0
0.2125436,0
0.2931509,1
0.2683513,1
0.3763518,1
0.2979419,1
0.3251539,1
0.3347928,2
0.3807213,2
0.0004611352,4
0.0005032656,4
